@SavageNomad01,What's happening to the edge t of this defense #Steelers,1m
@ruettigerr,"Steelers gain some yards challenge, go go go",1m
@imthatnikki,Me,1m
@CAPT603,Steelers in 3 anyone?,1m
@AFC_Nari,"praying for steelers win, but the chiefs definintley winning",1m
@saultorigel,"De vergüenza los Steelers, pero ya era de esperar!!",1m
@blacgaryvee,At least put up a fight Steelers this is too easy,1m
@Kousinklay7,@steelers @NFL,1m
@steelboy564,And this is exactly why the Steelers haven’t one a playoff game in 7 years,1m
@chrisz_cr31,McKinnon tá engolindo o steelers,1m
@pptafag2,"União steelers cards é insana, apesar de eu ainda querer vingança",1m
@jasonbigmachine,Whatever happened to the #TerribleTowel For once I’m giving Steelers props but you dumb Yinzers aren’t doing anything,1m
@TheLVTweetUP,Let's Go @steelers,1m
@WillLew51464805,Jerick McKinnon has more rush yards than the entire Steelers offense has yards.,1m
@theotherbob,"Wow, you guys… @drewbrees doing halftime analysis of #Chiefs/#Steelers in character as Robert De Niro was something I did not see coming!",1m
@BigTeeCee21,This is a good time to remember that 7 of the #Steelers’ 9 wins came against teams that finished with losing records. They tied the Lions … at home. They needed the Colts to gag against the Jags. And there’s an extra playoff spot this year. They’re lucky to even be playing.,1m
@DarkTwstedSwtnr,Smoking on that Ben Rapistberger pack Steelers SUCK,2m
@ffloresjr775,I'm sorry it's time to bench Ben he can't throw the ball and bench Johnson while your at it.,2m
@JimKarow,Sure glad the Packers didn’t draft him.,2m
@TFrankoamerica,You get it from your mama.,2m
@JayGotPlays,Taking a stab at Freiermuth anytime TD (+450) and 2nd Steelers TD (+750),2m
@TMcLaughlin5,#FootballGuy,2m
@utdrobbo,10 seconds = here’s a tweet from 6 years ago.,2m
@ThePaemos,"Thats game actually, have fun getting blown out the rest of the game.",2m
@joe_mama_besser,It's one of the worst called games by the Steelers OC.,2m
@moosedundee,Steelers lost,2m
@Bradley66484187,His Steelers are losing so he can get ready to join the Cowboys fan!,2m
@danyoda_,Nice to see no adjustments were made @steelers #steelers,2m
@BigTeeCee21,This is a good time to remember that 7 of the #Steelers’ 9 wins came against teams that finished with losing records. They tied the Lions … at home. They needed the Colts to gag against the Jags. And there’s an extra playoff spot this year. They’re lucky to even be playing.,2m
@theotherbob,"Wow, you guys… @drewbrees doing halftime analysis of #Chiefs/#Steelers in character as Robert De Niro was something I did not see coming!",2m
@B_GNation1,Chiefs with the first down. #Steelers,2m
@TweetsFrmAvery,Eh we won the 1st quarter idk about the game #Steelers,2m
@JentinkTodd_JR,Chiefs: 314 yards of total offense… Steelers: 44 yards of total offense…,2m
@vitomaz10,"Como se não bastasse o Steelers, o Warriors tá afim de cagar ainda mais meu domingo esportivo. Complicado.",2m
@MengZhuge,Here's hoping @DeaceProducer that your prediction doesn't come true tonight regarding Chiefs. I don't like the Steelers.,2m
@Nailers_Off_Ice,Somebody named McKinnon is going to rush for 150 yards against the Steelers,2m
@GieserAustin,Ima bet the timberwolves beat the warriors and the chiefs beat the Steelers,2m
@Slayessence_,I have a feeling they gonna score way more than 36 on us this time #Steelers,2m
@FanalytixSports,Check out #Fanalytix. Follow the #Steelers #SteelersNation vs #Chiefs game live. See the full game at a glance with a visually intuitive way to analyze all the stats. #NFL #NFLPlayoffs https://live.fanalytix.net/static/games/NFL/2022.01.16/f57620e6-ae74-451a-b9aa-f74186eee3cf_pwa.html…,2m
@Bearsfan62532,Seahawks ve steelers. This year Last play of the game.,2m
@Sam_Vecenie,"Yeah like, I’ve enjoyed this Steelers season for what it is: a luckbox playoff appearance because Tomlin has done a great job, Watt and Heyward have been superhuman, and the playmakers did just enough to make up for the QB and O-line on offense.",2m
@scottharb,@steelers LB’s are an absolute joke! Devin Bush biggest 1st Rd bust ever Need new Def Coordinator I’m ready for Ben to retire No true WR1 Need OL help at G & C Need new Off Coordinator Need help on DL too Have I missed anything? #Herewego #Steelers,2m
@Redacted_Posts,The Chargers watching the Raiders and Steelers get bounced,2m
@SeeSawRrr,Told y'all @TheWarRoomNews steelers shouldn't even be here... sorry not sorry #PITvsKC,2m
@byzun_pride,Wow did Sutton get held there. #Steelers,2m
@IAmBanterclaus,Pringle owns the Steelers,2m
@gpaeskonz,But why the hell juju is not been used? Canada choice?,2m
@RP2872_Jr,You’re too kind. The offense needs to get it together because the defense is getting winded.,2m
@SteelersFanTN,#iBelieve @steelers #HereWeGo #WPMOYChallenge Heyward,2m
@Brandyn_Shank,Welcome to Steelers overreaction corner. Where Steelers fans make sweeping judgements based on one game where we are clearly the worse team.,2m
@booskutball,They should’ve just took the Steelers and Eagles out. What’s the point of this.,2m
@DuckOfDeath6,14 teams in playoffs is too much. Steelers have no business being in this game.,2m
@LeoUSA33,"If the Steelers didn’t kneel it out with 13 seconds left before halftime, the Chief would have scored another touchdown… I’m just saying…",2m
@TheGridironLS,Pittsburgh Steelers trail the Kansas City Chiefs 21-7 at Arrowhead. Defense was playing phenomenal early. Watts touchdown was our only score of the game. The offense needs to wake up quick. #ARTofPerfection,2m
@Moorelife1,I can’t lie i want to blame the Steelers problems on 18 ability to catch but they keep playing him and throwing the ball to him in key situations,2m
@AndyReidGOAT,Did any Steelers fans expect to get it from McKinnon today?,2m
@remvangelion,Steelers fans love Big Ben! They should draft the QB that’s literally a clone of him!,2m
@nolimit_ebe,are the steelers losing,2m
@TJwattforDPOY,Yeah and if the Steelers can either get Watson or Wilson it’ll be a crazy division. Minus the browns lol,2m
@SheaWhatUMean,we’re getting smoked by Jerrick McKinnon.,2m
dcoleman@mmmlaw.com,"@steelers cut D. Johnson, too many dropped balls",2m
@ArmyBlue70,"For sure…and don’t let up, @Chiefs ! Bury Rothlisberger and the @Steelers …send him out with a bang…maybe get Tomlinson fired in the process…though we know he can’t be.",2m
@ChrisDcjdrn,"Mahomes, in 10 quarters of playing against Pittsburgh Steelers in his young career has 12 touchdowns. 12 touchdowns. Let that sink in…",3m
@Steelersdepot,The Steelers have had 51 total first half offensive possessions in last 7.5 games and only one of those ended with a touchdown and that was against the Browns in Week 17. #Steelers #NFL,3m
@SeanRobertson67,Just a very passionate Steelers fan who has been suffering all season long only bright side is Tj Watt,3m
@Rototrader,fuck the steelers,3m
@BustaDaBadMan,Damn Steelers what y’all doing out there moe,3m
@LetsGoBucsHD56,KC making the Steelers look slow,3m
@bhart62,Are they NOT going to call holding?!?? #Steelers #SteelersNation #HereWeGo,3m
@thejoshbanks,Madden generated McKinnon cutting the Steelers up.,3m
@Moorelife1,I can’t lie i want to blame the Steelers problems on 18 ability to catch but they keep playing him and throwing the ball to him in key situations,3m
@AndyReidGOAT,Did any Steelers fans expect to get it from McKinnon today?,3m
@remvangelion,Steelers fans love Big Ben! They should draft the QB that’s literally a clone of him!,3m
@nolimit_ebe,are the steelers losing,3m
@TJwattforDPOY,Yeah and if the Steelers can either get Watson or Wilson it’ll be a crazy division. Minus the browns lol,3m
@SheaWhatUMean,we’re getting smoked by Jerrick McKinnon.,3m
dcoleman@mmmlaw.com,"@steelers cut D. Johnson, too many dropped balls",3m
@ArmyBlue70,"For sure…and don’t let up, @Chiefs ! Bury Rothlisberger and the @Steelers …send him out with a bang…maybe get Tomlinson fired in the process…though we know he can’t be.",3m
@TheGridironLS,Pittsburgh Steelers trail the Kansas City Chiefs 21-7 at Arrowhead. Defense was playing phenomenal early. Watts touchdown was our only score of the game. The offense needs to wake up quick. #ARTofPerfection,3m
@DavidMenzel4,"Trade him, he has cost the Steelers dearly this game",3m
@jaythurmond,"#weDemBoyz It’s ok, my Steelers are right behind ya! @ Greenbriar Farms, Rock Hill, South Carolina https://instagram.com/p/CY0LcktI1llWCTVQ25Bmq8-fUC_x83_bFJqDmo0/?utm_medium=twitter…",3m
@Tpindell,"He did that with no pre seasons and missed a game or 2, Steelers pinching pennies",3m
@GregMoo81252846,Game over,3m
@ATLHOE2,What time is the Steelers game next week?,3m
@CarruthersDamo,At least you have United,3m
@ArrighiOrosz,"They were just waiting for Steelers to score first. They know its the old man Ben's last game, didn't want to hurt his feelings.",3m
@baskgod,Steelers a super bowl team with Jimmy G,3m
@Potsy26,"Ok ok ok… hey @DangeRussWilson you seeing this Steelers defense?? Need a good defense to get the ball back to the offense more. Watch the first quarter of tonight’s game, don’t worry about the second quarter or the 3rd and 4th either probably",3m
@ejt___,The Steelers have more empty possessions than a suit of armor collector.,3m
@SmallFemboi,Kelce with the obvious hold lmfaooo Steelers should just give up,3m
@Mizzou58Steel,The @PGATOUR Sony Open just went to extra holes. I now have that as the dominant picture over the @Steelers game. That should let you know how things are going in Kansas City. #HereWeGo,3m
@TheMSeries1,"Yeah, get the Steelers out of here, man.",3m
@getmymindwright,Apparently the Steelers offense didn't get the memo that they made the playoffs,3m
@FreeDChauvin,,3m
@cristhianthemum,Momento de ponerle el ataud a los steelers en esta ofensiva,3m
@itscoachb__,My dog is comforting me because he knows the Steelers offense will be the death of me,3m
@isaacvzzr,Ya no tengo tanta fe Muéranse de algo es todo lo que pido @steelers,3m
@Roy_Allison23,My homeboy a Steelers fan and we’ve been talking about football all day. Now all of a sudden he’s not replying,3m
@PastorRainey,This is the worst Steelers offense in the history of the franchise!! Utterly pathetic!!,3m
@Kentucky___Blue,Will a veteran QB recruited by the Steelers see the offensive struggles as caused by Ben or will they be hesitant to play behind this O-line and for this OC? Will be interesting to see,3m
@lj_evl,This needs to be Canada's last game with the Steelers.,3m
@Ryancook_19,Summary of this game: Defense forces 5 straight scoreless KC possessions including scoring a TD of their own. Steelers offense gets a total of 20 yds in that time. Game over. Mahomes is too good for that. TJ Watt and Cam Heyward deserve better,3m
@Madamerosalie,There's still hope for the Pittsburgh Steelers.,3m
@breeden_bryce,We still would have had the Steelers in the playoffs lol,3m
@Ashraf12693,Lol hows that going for u bro?,3m
@DelaunteC,#steelers o-line trash for real it’s not really #benroethlisberger,3m
@hawkeye_PR,"Despite #Steelers QB Big Ben saying his team didn’t have a chance of beating the Chiefs, they did by scoring the first TD. But that was thx to defense. Ben dialed it in before he stepped on to the field. Heartbreaking for #SteelersNation.",3m
@ElProdigio182,Los aficionados de los steelers y los cowboys son los mas hocicones cuando eliminn a Patriotas y la vida siempre les cierra el hocico tarde que temprano A muerte con mis Patriotas de la Nueva Inglaterra! #ForeverNE #GoPats,3m
@Steelers_Diva1,I hate watching @SNFonNBC because of @CollinsworthPFF …he does not like the Steelers at all and it’s obvious. He’s so biased!,3m
@BillyX101,"Wow! Look at you, Jenny!",3m
@mikeconleyIN,All we need now is the defense to score 2 touchdowns & we’ll be back in this thing !! #Steelers,3m
@Me66310924,@steelers F u. 40 years of full Full support and you defend with arms down. Don't Blink. Don't pretend its a money scheme. Its on video. ARMS DOWN ON D. GET YOURZ,3m
@CJxETH,Go Chiefs Steelers are bums fr,3m
@LuMpenza1887,Ja die Chiefs gewinnen eh aber komm Steelers atleast make it a fight,3m
@ReyesAlex23_,44 yardas a la ofensiva en 30 minutos!! Así nada que hacer para los @steelers,3m
@lindaluvinlife1,Really?,4m
@WLMRademacher,"Adding 2 extra playoff teams was so worth it man, the eagles and Steelers totally proved me wrong.",4m
@RickeyShifko,Need a miracle this half #Steelers let’s go #HereWeGo,4m
@KCMOClout96,27 should be screaming yo 23 overtop right here man yall niggas trashhhhhhhhhhhhhh Im done watching this shit ass game fucking shitty ass steelers man fuck,4m
@mikeconleyIN,All we need now is the defense to score 2 touchdowns & we’ll be back in this thing !! #Steelers,4m
@Me66310924,@steelers F u. 40 years of full Full support and you defend with arms down. Don't Blink. Don't pretend its a money scheme. Its on video. ARMS DOWN ON D. GET YOURZ,4m
@CJxETH,Go Chiefs Steelers are bums fr,4m
@LuMpenza1887,Ja die Chiefs gewinnen eh aber komm Steelers atleast make it a fight,4m
@ReyesAlex23_,44 yardas a la ofensiva en 30 minutos!! Así nada que hacer para los @steelers,4m
@Steelers_Diva1,I hate watching @SNFonNBC because of @CollinsworthPFF …he does not like the Steelers at all and it’s obvious. He’s so biased!,4m
@Irishphinsfan,Fail,4m
@zrich412,"If I know the Steelers like I think I do, they will do absolutely nothing.",4m
@ZacDeWitt1,Steelers CB’s have gotten held twice,4m
@JakeDoesHurdles,"I’m not saying he’s not playing well, but he’s taking advantage of the opportunities presented to him by the Steelers zone defense.",4m
@TheManAdamVan,Steelers first half offensive highlights:,4m
@dinkinflicka99,Steelers said fuck your bet Nick,4m
@sahota_7,@RequestABet Chiefs vs Steelers. mahomes to throw under 1.5 touchdown passes in second half,4m
@C_Boeckman,Najee Harris should be the Steelers QB in the 2nd half.,4m
@MichaelCosta9,You’re telling me the Chiefs haven’t held the Steelers once?,4m
@Alex_Kozora,"Mike Tomlin says the Steelers have to ""run, block, catch the ball, and make plays."" Just fix ""everything on offense"" and you're golden. #Steelers",4m
@troverito,"Pues toca creer en la Defensa de mis @steelers … O en el Amor propio de Ben, pero a cierta edad y en NFL eso no bastta",4m
@1Wann86,Let’s go Steelers we need this win!!,4m
@Mr_Trendy,"#Cowboys son los #Steelers de 2020 Campaña arrasadora Y cuando llegan a los #Playoffs aquí quedan muertos Pobres fans, los ilusionan todo el año para terminar en este desastre.. Prescott aún no me convence @LaloVarelaTV @PabloViruega @TapaNava @cprocuna",4m
@Boston_203,Oh boy Steelers,4m
@yaIlmight,my first bf’s favorite football team is the steelers so I hope he’s screaming and crying and shaking and throwing up rn /j,4m
@JHartman_PIT,McKinnon for 12 on 1st down. #Steelers,4m
@yaIlmight,"watching the steelers get their ass beat, deserved",4m
@davidedwinross,"My head is thinking, “it’s been a great career, Ben” But my heart is feeling, “ok, we get a stop to open the 3Q, offense figured something at the half and we produce a long TD drive, down 7 midway 3Q, anything can happen” #steelers #herewego",4m
@DaZeFR34K,Incoming 5-12 2022 for the Steelers,4m
@Onename_5,GGs STEELERS,4m
@pat_nestler95,I know you’re not talking about the Steelers lil guys we barley have a first down,4m
@phillyinoz,Maybe the @steelers should think about putting Mason in at QB?,4m
@RUWTnfl,"ELEVATED: Steelers can't keep up in the passing game (KC 231, PIT 13) Chiefs 21, Steelers 7 - 3rd - 14:53 (up 42 to 127 roots) https://ruwt.tv/nfl/games/505998…",4m
@ZGregJennings,"based on the 2nd quarter, chiefs are on pace to score 63 points, steelers 7 if that happens big ben's final game will be the worst steelers loss since bubby brister was quarterback",4m
@stashu74,#Steelers #Defense #JamesFarrior I guarantee he'd be stopping the entire defense by himself! LOL. I do love the Steelers!,4m
@Terek_PA,The @steelers best play on offense in the first half was the kneel down. #HereWeGo,4m
@DustinGist,To add salt to the wound of my @steelers getting beat is having to listen to Chris Collingsworth call the game.,4m
@cowboysoup,"Well, it was fun while it lasted.",4m
@SoonerFocus,"If the Steelers don't get a stop / score here to start the 2nd, I'm going to sleep",4m
@bone_saw45,Steelers: we’re gunna suck for 3 quarters and then see in Big Ben can bring us back,4m
@irishgod52,This is a fantastic picture,4m
@Holy_key1,"NFL picks, predictions against spread: Chiefs crush Steelers, Cowboys survive 49ers in wild-card playoffs",4m
@2stepnmonkey,If the Steelers go down don’t let’s KC’s best players be the reason. #traviskelce,4m
@ArmandoVillaf12,Mi corazón está con los Steelers pero mi dinero no,4m
@Brian04692003,4 players have more offense than the Steelers team in the first half,4m
@OklahomieSooner,They are @steelers fans,4m
@KevinLefrancois,L'attaque des Steelers est vraiment anémique. On voit à quel point Big Ben n'a plus de jus dans le bras lorsqu'il tente ses passes.,5m
@Daminous_Purity,#PittsburghSteelers vs. #KansasCityChiefs | 2021 #NFL #SuperWildCard | Predictions #Madden22 #Pittsburgh #Steelers #HereWeGo #PIT #SteelersNation #KansasCity #Chiefs #ChiefsKingdom #KC #PITvsKC #SteelersvsChiefs #Football #AmericanFootball https://youtube.com/watch?v=i-yjlvhoKhM&list=PLU5XNrhVCN9JP5U9TJGgWVWBJnCAm6FaE&index=2… #BYRONPRINGLE,5m
@bigbrown5575,The last thing the ball sees before it’s dropped……,5m
@Daminous_Purity,#PittsburghSteelers vs. #KansasCityChiefs | 2021 #NFL #SuperWildCard | Predictions #Madden22 #Pittsburgh #Steelers #HereWeGo #PIT #SteelersNation #KansasCity #Chiefs #ChiefsKingdom #KC #PITvsKC #SteelersvsChiefs #Football #AmericanFootball https://youtube.com/watch?v=i-yjlvhoKhM&list=PLU5XNrhVCN9JP5U9TJGgWVWBJnCAm6FaE&index=2… #AlexHighsmith,5m
@OklahomieSooner,They are @steelers fans,5m
@ArmandoVillaf12,Mi corazón está con los Steelers pero mi dinero no,5m
@Brian04692003,4 players have more offense than the Steelers team in the first half,5m
@Daminous_Purity,#PittsburghSteelers vs. #KansasCityChiefs | 2021 #NFL #SuperWildCard Predictions #Madden22 #Pittsburgh #Steelers #HereWeGo #PIT #SteelersNation #KansasCity #Chiefs #ChiefsKingdom #KC #PITvsKC #SteelersvsChiefs #Football #AmericanFootball https://youtube.com/watch?v=i-yjlvhoKhM&list=PLU5XNrhVCN9JP5U9TJGgWVWBJnCAm6FaE&index=2… #DEMARCUSROBINSON,5m
@ziastateofmind,Mahomes gotta Mahomes. Tough to watch as a Steelers fan but what talent. #wattyoudoin #ChiefsNation #texastechmom,5m
@lynchburg14,Dead air would be better than the Steelers WR and OC,5m
@JcsSkywalker,Steelers run defense is non existent Devin bush is a waste of money,5m
@trejo_ad94,Jajajajaja x2 Es muy triste presenciar su último partido :(,5m
@JiraiyaBam,"I knew the Steelers were gonna lose, but I didn’t want Ben to go out sad smh",5m
@PursuingWhy,"Game Over, Chris! Roethlisberger looks pitiful and his performance (or lack thereof) provides further evidence of why the Steelers needed to retire him last year and build for the future.",5m
@ColourMeSkeptic,"If you're in @Pittsburgh remember that when you see tire tracks end and footprints begin that isn't a sign that Jesus carried someone to safety.... it's a sign that someone got stuck, had to abandon their car and walked home Stay safe @steelers fans! #Pittsburgh #snowday",5m
@LAKingsSteve,Supposedly So Fi is bad too which is partially why I didn’t to to the Steelers game there this season.,5m
@Jason61605723,,5m
@The_Stock_Guys,With the kind of plays they run yes it’s because of Canada,5m
@OwuorGoat,Mahomes got 12 TD passes in 2 and a half quarters against the Steelers bruh that don’t make sense,5m
@mkerr1722,And it’s fuck the Steelers for me,5m
@LDworld_,Lol nah Ben said they don’t stand a chance before the game,5m
@dwiseman42469,How many rings!? #6,5m
@gcerveravalee,Yop ...,5m
@KevinReitmeyer,Funny to see so many people stunned that the Steelers offense has been so bad tonight when it has been bad since Ben injured his elbow. This is nothing new. It's just that so many only watch through black & gold tinted glasses.,5m
