@OnomSakam,Man that’s a lot of trust in the Steelers OL betting on that,1m
@cole_davenport1,"Screw how Biletnikoff, he’s been a bust in the NFL for a 2nd round pick. Him and Rudolph both great in college but suck in the NFL",1m
@hittheover,My picks Buccaneers -7 49ers vs Cowboys u51 Steelers vs Chiefs u46.5 Austin’s picks Buccaneers -7 49ers +3,1m
@RachelFerrucci,"Thank you @_BigBen7 - Enjoy your retirement, we’ll see you in the #HOF #SteelerNation #Steelers @steelers",1m
@paliboy05,"Steelers are done, good effort but Ben just isn’t in the shape he used to be in and you can tell, great career. Let’s see how the Steelers move on",1m
@costanza2k1,Well he did great punting today but for some reason I don’t feel good,1m
@biesnecker,Big Ben really being let down by his wide receivers tonight. Disappointing end to an incredible career. #SteelerNation #Steelers,1m
@ItsMando14,#Steelers So many words and emotions...Thank you Ben for the amazing years as our Qb..Forever our Qb and future Hall Of Famer!!,1m
@leighsteinberg,#Mahomes Congratulations to @PatrickMahomes and @Chiefs for spectacular win in Ben’s final game @steelers Next up @BuffaloBills,1m
@Angel13Mitchell,@steelers CAN YOU FIRE MATT CANADA???,1m
@MarineMike_,Much love to #7 and all he has done for the franchise. Big Ben has been a focal point on the majority of my life of watching Steelers success and it can't be forgotten! #SteelersNation #BigBen,1m
@ireallylikepugs,I wanted a different ending for @_BigBen7 :( thank you for all you’ve done for the Steelers though,1m
@hunter5899,Great job @NFL these expanded playoffs were amazing!! Way to fight @Eagles and @steelers fucking jokes,1m
@jurrsay87,Damn Steelers dont think Ben is a HOFer?? KC sure does,1m
@angprioletti,the reason I love steelers football. thank you 7,1m
@stiller_steve,"Steelers UFAs: Ben (bye, 2 yrs 2 late) Haden (bye) JuJu (hometown discount) Chuks (keep) Witherspoon (sign 3-4 yrs) Trai Turner (sign 3-4 yrs) T Edmunds (bye) Ray-Ray (bye) Maulet (bye) Ebron (bye) J Washington (keep) Miles Killebrew (keep) Finney (bye) Ballage (bye) Dobbs (bye)",1m
@BenAnderson58,"Fuckin @scarpizio was right. ""Whatever the #Steelers score, the Chiefs will score double that.""",1m
@BrioniBoy12,The old GumSlinger is gonna sick up one more meaningless losing garbage time TD if he can. #steelers,1m
@JaireCity,lol fuck the steelers,1m
@jabari53,Thank you Big Ben for the two Super Bowls and 17 years of great service to the @steelers,1m
@hw_roland,Is juju still on the Steelers?,1m
@AnairamLuna3,#HereWeGo @steelers,1m
@CadescaTheOne,Steelers got to find a way to get Matt Ryan for them to be great again,1m
@King_JW3,The Steelers receivers are horrible,1m
@Robotized,What does this even mean ?! Joe Thomas isn’t going to make the HOF? Take the blinders off chief,1m
@SFloyd21,If I'm Pittsburgh I'm on the phone with the Raiders asking about Mariota. He's only 28. Great athlete with plenty of starter experience. And probably really cheap.,1m
@BillsCreamPie,Did you ever beat the Steelers? Lol,1m
@WerdzOfDizzDumb,Steelers,1m
@blockedbyrico2,Shut up ravens suck suck it. You will never be the Steelers,1m
@socal_scott25,Do you like the Steelers?,1m
@btblake10,Moral victory time… Steelers making it to the playoffs was just one extra game we got to watch them lose,1m
@caking21,The AAFC isn't the NFL,1m
@ZFinatri,"You’re a fucking idiot. There are fans and teams that would DREAM to have the reputation we have, and who would DREAM to have Tomlin as a coach. We weren’t even supposed to win 6 games this year lmao. Be thankful for the fight this team has put up",1m
@Oas1sLuke,@timthetatman wanna talk about the Steelers v Cowboys Super Bowl?,1m
@thatguyGLou,"@joethomas73 taking another L to the @steelers on twitter tonight. You were a legend, don’t get involved in petty shit like that. Steelers fans keep receipts. #WildCardWeekend #SteelerNation",1m
@bburke627,He’s a great coach no doubt but the Steelers only made the playoffs by the skin of their teeth. The Horses agree.,1m
@SteelerSanc16,"I’m so conflicted by him. I love him, but man he’s been bad the last five years",2m
@StephhMontalvo,I think I jinxed it sorry @steelers #NFLPlayoffs,2m
@Lock304,Steelers WR’s doing what they do best.. dropping the ball.,2m
@Chipsndippin,Witnessing the Steelers and Dallas both being eliminated today has been so FUCKING GLORIOUS!!,2m
@walkeraaron524,@lolkadek got banned .5 seconds after the Steelers lost twitter handled my lightwork.,2m
@Wakas3rdCousin,"Said it once and I’ll say it again, shout-out to Big Ben Roethlisberger and his career he has had while in the NFL. The only quarterback in NFL history to spend his entire career with one team, the Steelers. Hall Of Famer #SteelerNation #SteelersvsChiefs #ThankYouBigBen",2m
@PhilMeup55,Josh allen was PRAYING for a Steelers win tonight. He’s fucked.,2m
@MhublerHubler,Steelers fan way before a Bengals man,2m
@steelcityMoody,"8 double digit win seasons, 3 SB appearances, 2 SB wins. No losing seasons. And if you know what you're talking about, we were one Pouncey injury from winning 3. STFU! I bet you didn't have Steelers in the playoffs on your 2022 bingo card either.",2m
@DocFreyre,¡¡Gracias Big Ben!! #HereWeGo #ThankYou7 #ThankYouBen #Thx7 #BigBen @steelers #Steelers,2m
@theodoret0251,Thank You @_BigBen7 It’s been one helluva ride. Wish you nothing but best of luck in all your future endeavors #HereWeGo @steelers,2m
@mamegetsu,ありがとう GO!GO!KOBE! #コベルコ神戸スティーラーズ #kobe_steelers,2m
@mmendieta33,#ThankYouBen @_BigBen7 #BigBen #benroethlisberger #MyQB #mycaptain #Steelers #SteelersNation #HereWeGo #OurLeader,2m
@Jtrain43,This one is for you 7. See you in Canton. #ThankYouBigBen #HereWeGo @_BigBen7 @steelers,2m
@Trey_DG3,"All I want is for y’all to get rid of Johnson, Juju, Claypool , get a better O- line, get rid of Joe Haden old ass, pick up Deshaun Watson, draft a Bama corner, Jameson Williams and Olave @steelers please. If not those receivers just anybody better",2m
@Iamliz0517,Are you as petty as me and ended up watching the entire blowout game because you hate the Steelers or are you normal? #nfl #playoffs #browns,2m
@Nowgeneration18,they probably get tuitt back and maybe alua. thays going to help alot,2m
@TheRealReid11,,2m
@charly_GLS,"Mis Vaqueros y Steelers bye... Y ahora, a quién le voy???",2m
@player_props,"Steelers garbage time comes thru Pringle over 31.5 receiving Ben 24.5 completions -115 Johnson over 60 receiving yards Kelce ATD 1H tto chiefs over 14.5 1.5u 4-1 on chiefs game, another good day in the books. Hope all y’all cashed em in too #playerpropsavantgang",2m
@PettyPDinero,Congrats to Big Ben for makin it to the playoffs for his last season dude was a a beast back in the day. Hopefully Steelers can find another great QB to take over,2m
@BrOdell_Beckham,Jesus is it really this bad?,2m
@21mbk21,"Back up my comment? Okay.. Ben was 26-3-1 against the browns. So he for sure he drag them.. There, my comment is backed up (get some comprehension) He was 24-10 against the Bengals but I'm not the one tryna be cute & shit on this playoff loss when he NEVER made the playoffs lol",2m
@NanChiquinguira,Si :/ tienen buenos destellos de jugadas los Steelers. Pero Kansas está jugando mejor. Lo siento Pau! Mis 49'ers si ganaron y fue un partidazo!,2m
@Humbert0lopez,"No pondrás ningún tweet de la paliza de Kansas , de el juego de mahones , kelce , hill? Jajaja hace rato pensé que se te fue la luz",2m
@don_sandals66,He was a coordinator for one year. It's not worth arguing about I just have the opinion that he needs to hire some competent coordinators with fresh ideas. Everything about the Steelers (sans a few stars) is stale.,2m
@Prodigychild111,"LMAO, Steelers fans getting pressed by Joe",2m
@CAPS_NAT1ON,"The Steelers have been eliminated from the playoffs. Therefore, Stillers not gahnta super bowl",2m
@Celticlown,I would have sent Mason Rudolph out to finish the game after the 2 minute warning to give @steelers fans something to get excited about for next year. End on a positive note and all that...,2m
@PranavSriraman,One of the words the Steelers and Chiefs used to describe Big Ben was “family man.”,2m
@dness551,"I get that but they have 42 now, and Idt that is directly reflected on him dropping those passes. We only had points at the time as well because of watt. I think there’s a lot wrong with Steelers and idk he isn’t one and didn’t effect this game",2m
@centerlinesport,"Thank you Big Ben for the amazing run in Pittsburgh! Your a legend and your hard work and decoration to the Steelers, the league and the amazing Steeler fans will not be forgotten! #SteelersNation #SteelersvsChiefs #NFL",2m
@jessecaughtit,Okay ryan sparkle sparkle,2m
@radiokevin,I COULD CATCH THESE PASSES! ... ... if I could run. #Steelers #NFL,2m
@markl_johnson,The Pittsburg Steelers sliding into the off season…. #ChiefsKingdom,2m
@realestchrispy,"Browns are middle of the pack in total playoff games, at 38. Not great, but not bad.",2m
@SBrayden09,So it’s that time again. The @BuffaloBills are coming off a historic win over NE 47-17 and the number 2 defense. But the @Chiefs are coming in with a huge win over the Steelers. Who do you got winnin this insane matchup in arrow head? 1/23 6:30 on @NFLonCBS . Go bills man.,2m
@SherriffKaren,@NBCSports NFL Chiefs vs. Steelers. 4 1/2 minutes left. Al Micheals & Chris Cullingsworth made the decision that the Steelers were going to lose before the game was over. That should be considered to be unsportsmanship.,3m
@younggothamjedi,How many drops do these Steelers receivers have?,3m
@GFunkuss,Guess we will just have to see who the next Steelers QB is to beat your sorry ass team.,3m
@GoalThirst,"Just your weekly reminder, Mike Tomlin hasn't won a playoff game in five years, and five years ago he beat AJ McCarron. #SteelersNation #Steelers",3m
@SheLovesSosa___,talking about the past little dude ur down like 30,3m
@ThatDudeKG16,"No matter what I’m still a Steelers fan! I don’t care what anyone says, I’d rather have a ticket in the playoffs then not to have a chance at all.",3m
@PDXtroyboy,"""When healthy"" laughing my ass off",3m
@3RiversHeinz,@_BigBen7 @SteelersUnite @steelers #steelers,3m
@FQNorthCarolina,Have to make the playoffs to win one of those Super Bowls lmao,3m
@Troy_Malekith,@JHartman_PIT Thank you for your work on another Steelers season.,3m
@TeamSongz_,I feel so bad for juju his possible last game as a Steelers & this shit show,3m
@wolfgangfritz21,"His system flopped in the SEC, why does anyone think it works in the NFL...",3m
@skrizPO,Drew Lock thinks the Steelers drop a lot of passes,3m
@Buckeye_Justice,He gave you 3 wins out of 22 games against the Steelers so that’s a start!,3m
@Flaherty2039,What more can you say about @_BigBen7 . Tough as nails. Never really got the respect he deserved nationally. He will be missed. It's going to be strange to watch @steelers games with out him. #ThankYouBen #ThatsMyQB,3m
@chuck_hardwood,Is it too much to ask for the Steelers to score a TD and then the chiefs turn it over and the Steelers scoop and score for a back door cover?,3m
@kingjerell,Here comes the talk about Big Ben legacy.. goodnight Steelers,3m
@WlTHERSPOON,Jameson Williams. Steelers.,3m
@izzross,Hace 5 años traía la sudadera de mis poderosísimos Steelers y tampoco pasaron. vlv,3m
@RaheemGoatstert,Steelers can still win,3m
@rptm27,Coquito Celis me representa mientras veo el partido de mis poderosísimos Steelers.,3m
@SamanthaJPower,2 minutes more. #ThankYouBen @steelers,3m
@butch95472079,You act like the brown have literally done anything your fan base is hilarious,3m
@KyleDeGroff_,"And no more rapist QB! Things are really looking up, Joe",3m
@Akbar71463776,True.,3m
@yourfavoritejim,"Since Saint Tebow took his NFL earthly form, the Steelers are 3-7 in the playoffs. Those three wins came against these stellar quarterbacks: AJ McCarron (Cin), Alex Smith (KC), and Matt Moore (Miami). They have allowed 90 points in the last two playoff games.",3m
@cookiemanstah22,Our Resident Steelers fan is having an emotional outburst on the G Chat watching Ben Roethlisberger's last few snaps. Handle your shit Thaddeus!,3m
@BrownsRally,Congrats to Big Ben. Meme away #steelers,3m
@ChrisRPhillips,"What happened to your Hot Take, Steelers over KC???",3m
@Chemca,Steelers fan? Okay whatever. Cheering for roth*******? Choke.,3m
@RegAndy76,"Thank you Steelers, even though this isn't the ending we want, still against all odds all year I'm proud of ya. Yes the Chiefs are unbelievably good, in the end it was a hell of a ride. Lastly to #7️⃣ see you in Canton! #GOAT",3m
@MikeDForThree,,3m
@jackzankich,Steelers are a good team but Big ben is old,3m
@PaulaGa53311768,Steelers win!,3m
@ADudones,,3m
@Jaybell92,Well @steelers it’s been a decent season enjoy the summer I will see you next season,4m
@ChrisRPhillips,"What happened to your Hot Take, Steelers over KC???",4m
@Chemca,Steelers fan? Okay whatever. Cheering for roth*******? Choke.,4m
@RegAndy76,"Thank you Steelers, even though this isn't the ending we want, still against all odds all year I'm proud of ya. Yes the Chiefs are unbelievably good, in the end it was a hell of a ride. Lastly to #7️⃣ see you in Canton! #GOAT",4m
@MikeDForThree,,4m
@jackzankich,Steelers are a good team but Big ben is old,4m
@PaulaGa53311768,Steelers win!,4m
@ADudones,,4m
@oshwa_,Doesn’t matter. A loss is a loss,4m
@ZetaStreaker47,Texans to the Steelers:,4m
@EngROSSIngOne,I had no delusion of the Steelers winning this game .. I did hope that Canada might add a page 4 to his playbook in a “nothing to lose” atmosphere,4m
@nootnooturbooty,you never know adam steelers could come back,4m
@nahum1390,Ok dickie v. Put the wine down.,4m
@teamlobsterz,imagine the steelers get 3 onside kicks in a row,4m
@RealWillBrooks,Do Steelers receivers got the most drops?,4m
@Tecabre25,@_BigBen7 @SteelersUnite @acereros gracias gracias @steelers,4m
@classychic47,Wow really,4m
@goats_goals,"2nd and 3 now, for the Steelers, barely into KC territory.",4m
@KINGHENRY1and1,Imagine Steelers come back now,4m
@RollTribe21_,"I’m sorry but if Canada and Butler are still employed next year I’m gonna have a hard time watching this team, can’t keep being reluctant to change and can’t keep settling for mediocrity. Love my Steelers but it’s ridiculous.",4m
@_______Giants,Why are the steelers still trying,4m
@lydian312,Easy now. It’s been a fun 18 year run but it’s time to draft the next QB. Atleast we made the playoffs. I’m sure the Vikings and the Browns are watching from the same place ….. the couch,4m
@saydiegog,Steelers at it again,4m
@Villarreal_316,"Pues entonces es muy simple, si no estám de acuerdo no vean los juegos ""aburridos"" y listo. Siempre puede haber sorpresas en la NFL.",4m
@Naulledge,You been quiet on the Steelers for week but now you gettin these tweets off huh,4m
@MikeStrawMedia,"Strange, I don't see sexual predator or rapist here #Steelers",4m
@ThatPinkBurd,Just gonna leave this here for ya,4m
@justin49381,Looking at your tweets only steeler fans interact with you. Browns fans don’t even care about you. Yikes.,4m
@Teige15,LOL,4m
@porraphaels,Dropsburgh Steelers,4m
@TheAsset180,"Well done to @Chiefs this evening. They were unquestionably the better team. Well done to my @steelers for making the playoffs, brilliant considering the lack of depth in the team. Thank you to Ben for what he’s done for Pittsburgh. #nfl #NFLPlayoffs",4m
@bobbyg84_,"Hey Joe, quite the career you had against the Steelers",4m
@bparso88,This is a problem to just say it’s ok to get embarrassed. I appreciated everything Ben has done but this was embarrassing. You play for the Steelers you should be performing to the standard tomlin talks about every week. We performed below that all year.,4m
@RayTheGrouch,a really big off-season for the steelers. Ben and the GM is retiring. There is no way they try to make Mason Rudolph a thing next year?,4m
@Chaz_EM_Rash,As a Steelers fan I would’ve rather them not make the playoffs and had let the chargers in. I feel that would’ve been better football to watch.,4m
@takeasipoftee,"From a Steelers fan, that is one of many reasons I call him Big Bitchass",4m
@BukkiJ40,Thank you @_BigBen7 for 18 incredible seasons an our @steelers QB. See you in Canton my guy. 1st Balot for sure. #ThankYouBen #NFLHOF,4m
@jtotheoeysims,Thanks Ben… what a run it’s been. Hopefully your kids enjoy more of you being there. For the Steelers.. I know it will be painful these next few years… but let’s get it,4m
@pinktonu02,Still love my team though! Thank you @_BigBen7 for 18 years!! You are the Steelers GOAT! We love you #HereWeGo,4m
@wolffy71,"Does that make it all feel better. Good for you guys. You giys need to take the w's when you can. Keep ur heads up, someday you guys will be decent.",4m
@Ryandosparks,@SirYacht_ @NewEraZach_ @karnsies817 we all can agree to celebrate the Steelers being the AFCN team with the longest playoff win drought! Am I right?! #NFLPlayoffs #RuleTheJungle #DawgPound #ravensflock,4m
@QuillionWatts,#HereWeGo Steelers!!! Hell of a season.. I feel like #ThankYouBigBen should be retweeted and tweeted a lot tonight. Enjoy the vacation @steelers I'll be right here next season reppin that black n yellow #PITvsKC,5m
@DSpitta,I’m glad the Steelers losing ..finna talk big shit to my moms husband when I see him,5m
@TheHobby247,Close your eyes Steelers fans…. This is how the Big Ben ERA ended,5m
@largeArseCarse,"It's gonna be like the Bernie meme now. ""Steelers out of playoffs. Here's how they can still go to super bowl.""",5m
@__Samone_,@steelers Y’all Fail Me So Often,5m
@BamRich3,Mane the steelers can't catch covid!!!! Geeeezzzzz,5m
@Chaz_EM_Rash,As a Steelers fan I would’ve rather them not make the playoffs and had let the chargers in. I feel that would’ve been better football to watch.,5m
@takeasipoftee,"From a Steelers fan, that is one of many reasons I call him Big Bitchass",5m
@BukkiJ40,Thank you @_BigBen7 for 18 incredible seasons an our @steelers QB. See you in Canton my guy. 1st Balot for sure. #ThankYouBen #NFLHOF,5m
@jtotheoeysims,Thanks Ben… what a run it’s been. Hopefully your kids enjoy more of you being there. For the Steelers.. I know it will be painful these next few years… but let’s get it,5m
@pinktonu02,Still love my team though! Thank you @_BigBen7 for 18 years!! You are the Steelers GOAT! We love you #HereWeGo,5m
@wolffy71,"Does that make it all feel better. Good for you guys. You giys need to take the w's when you can. Keep ur heads up, someday you guys will be decent.",5m
@Ryandosparks,@SirYacht_ @NewEraZach_ @karnsies817 we all can agree to celebrate the Steelers being the AFCN team with the longest playoff win drought! Am I right?! #NFLPlayoffs #RuleTheJungle #DawgPound #ravensflock,5m
@RayTheGrouch,a really big off-season for the steelers. Ben and the GM is retiring. There is no way they try to make Mason Rudolph a thing next year?,5m
@InsertHereSZN,Where are there Steelers ????,5m
@Centerstrain01,Thanks for helping me rest my case :-),5m
@4EverKnicksLife,Grateful to have watched Big Ben play all these years. Thank you Ben! #7 #Steelers,5m
@PghPano,Lol,5m
@DaFreshPrince38,i quit watching when the steelers offense and defense quit on ben. #HereWeGo,5m
@1dristan,See you turned the Steelers game off,5m
@goldencr,Weird to see so many celebrate a rapist #steelers,5m
@JustinSchutzEgo,Hopefully. Pens have more upside and a legit chance still. Not like the Steelers.,5m
@Bega1118,"Wilson? Garapolo? (Rogers ni maiz, divas ya tuvimos muchias).",5m
@chavofromtheH,I like it but definitely shouldn't of been Steelers that was a wash from jump but Should of been Hebert if fkn raiders just let the clock hit 0:00,5m
@BrOdell_Beckham,Puts you right up with the bills of the 90s. Except you won .25 of the games you played. Sit this one out.,5m
@AshleyKauhn,It was a good run #ThankYou7 @_BigBen7 an amazing 18 years! @steelers,5m
@mjohnson184,I think you would look in black and gold. Right @steelers ?,5m
@STEPHSY_,why did steelers burn so much clock time to start the 4th no hurry up offense or nothing,5m
@Robotized,Steelers > Browns about 99% of the time over the last 30 years but Joe was a goddamn stalwart,5m
@dandzierzak,Is TJ Watt any good on offense?,5m
@0ProblemsBUCN,Funny thing about that is we played the same amount of playoff games,5m
@RAFAELOSORNIO,Muy mala eleccion... Lastima..,5m
@MmaCrushU,Tell me you never WON anything without telling me YOU a never won anything!,5m
@Gomezcerna,Me quedé viendo el juego de #ChiefsVsSteelers solo para ver los últimos minutos de la carrera de #Roethlisberger #BigBen #Steelers #ChiefsKingdom,5m
@Blitz_Burgh,Do you think Matt Canada is back next season? #Steelers,5m
@ydnA_swimfly,This game is just further proof the Steelers shouldn’t be here and the raiders were wrong to not tie.,5m
@Matkanen,Steelers fans are downright delusional. They should've let Russ Grimm coach this team into the ground after Cowher.,5m
@eaglesnicky,Steelers are still playing Adam,5m
@Bigvan18,I'll bet you anything that the steelers win more games then the browns next year,5m
@tango11B,I’m old enough to remember this.,5m
@TheDaleOrtiz,A pointless first down run by the Steelers. #PITvsKC,5m
@v_helium,Steelers rule,5m
@TennisLocks2,I BET 1 MILLION THE STEELERS DONT SCORE HERE,5m
@twrunion,he's playing the Steelers defense. He'll be fine.,5m
@nellthemlgpro,,5m
@curryrevengeszn,I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said they’re all spending the week at a hotel. This team has ruined my life and my party. I can’t handle this anymore. Goodbye Steelers. I am no longer a fan.,6m
@sua7e,"So you’re in the “or you don’t” category, right?",6m
@Kansashoopschat,When i die i want the Steelers to lower me into my grave at my funeral so they can let me down one more time,6m
@TeaWithTyLIVE,"Usually out cold by halfway through the 3rd quarter of the SNF games. Big Bens last game, gotta stay up! Respect for 7! #Steelers #HereWeGo #PITvsKC #benroethlisberger #bigben",6m
@EverythingAybar,They should just run the clock at this point … Steelers joining the cowboys with the L.,6m
@Mitch_Monty80,Steelers For Life,6m
@shaan_74,thank you steelers for giving the Chief’s offense practice and rhythm for the Bills game,6m
@Matkanen,Steelers fans are downright delusional. They should've let Russ Grimm coach this team into the ground after Cowher.,6m
@eaglesnicky,Steelers are still playing Adam,6m
@Bigvan18,I'll bet you anything that the steelers win more games then the browns next year,6m
@tango11B,I’m old enough to remember this.,6m
@TheDaleOrtiz,A pointless first down run by the Steelers. #PITvsKC,6m
@v_helium,Steelers rule,6m
@TennisLocks2,I BET 1 MILLION THE STEELERS DONT SCORE HERE,6m
@twrunion,he's playing the Steelers defense. He'll be fine.,6m
@nellthemlgpro,,6m
@sergioope,Los steelers? Si wey mal pedo,6m
@Blitz_Burgh,Do you think Matt Canada is back next season? #Steelers,6m
@PDXtroyboy,"Yeah, and you're an O'fer. Sit you old ass down Joe",6m
